sample_id,scenario,eta,kappa,vbar,sigma_v,rho,kappa_q
30,spatial_corr,7.99991516299,5.57461797497,0.0195120760214,0.268330879638,-0.652580571598,1.61955654488
30,persistent_factor,7.99991516299,5.07207955934,0.0197698901585,0.236687280002,-0.748911097038,1.57817942155
31,clean,5.13025295183,7.51799398181,0.0203780801625,0.373025472719,-0.489007574867,1.50000219615
31,low_iid,5.45958453801,8.06097755997,0.0186428553637,0.46140398942,-0.699609636664,1.50003715027
31,spatial_corr,5.38872821987,6.87482500725,0.01935327563,0.435434131719,-0.514317468102,1.50001469592
31,persistent_factor,5.42646350243,6.88031021911,0.0196860987161,0.461395404627,-0.519366118607,1.57923320518
32,clean,3.91424206572,8.99998892687,0.0198392235748,0.387360180611,-0.618259271576,1.50010385511
32,low_iid,4.40454318445,8.99992076045,0.018175112576,0.57851351806,-0.477892500559,1.84122197439
32,spatial_corr,4.36839954395,8.9999037067,0.0188633057644,0.544992382815,-0.520239163253,2.17749667659
32,persistent_factor,4.43116335082,8.9930444577,0.0179411354547,0.539088276948,-0.548496918055,1.51219908939
33,clean,5.91570237569,6.97494823618,0.0224497474869,0.353629197955,-0.600704809945,1.50003923626
33,low_iid,6.52209318568,8.09194697096,0.019551790127,0.526192451798,-0.576245059594,1.67962320926
33,spatial_corr,6.45312282,7.54921648342,0.0196087140141,0.479843793308,-0.546357989335,1.52475541726
33,persistent_factor,6.48443015988,7.15886560872,0.0194128111331,0.47541286744,-0.330979421281,1.50000001569
34,clean,3.23569065804,5.85471056486,0.0227459807326,0.29054740963,-0.421614589503,1.50019022652
34,low_iid,3.34591801945,5.27676997558,0.0219560258483,0.202162498813,-0.778240174224,1.51017750277
34,spatial_corr,3.37531533409,5.22870463992,0.0212647605079,0.220644521324,-0.451995773882,1.50093385646
34,persistent_factor,3.43136949844,5.35688854316,0.0211015377061,0.221508550933,-0.466187609368,1.5001327421
35,clean,7.29823318953,6.66792149986,0.0218534157136,0.255518050735,-0.660552460227,1.50005319371
35,low_iid,7.67538842517,6.07613217143,0.0206945453921,0.276516135985,-0.523299637242,1.52194581993
35,spatial_corr,7.91150495471,6.09638630539,0.0209176122118,0.305371228311,-0.567096886833,1.50615870524
35,persistent_factor,7.75055405053,5.96785992629,0.0208879772278,0.307625655278,-0.566941673738,1.56232184526
36,clean,4.9337539784,8.27674941503,0.0201086539478,0.362993098261,-0.578193547073,1.50180910416
36,low_iid,5.25987761741,6.21514090691,0.0204920668186,0.242908870936,-0.486099035771,1.52512708667
36,spatial_corr,5.5263311472,6.7755697623,0.0196644048364,0.252203130666,-0.498385653689,1.54609848251
36,persistent_factor,5.27731153179,6.52266367579,0.0202484515382,0.248243361324,-0.567122145441,1.53861105351
37,clean,4.28278716947,7.32696827193,0.0214929078093,0.385736577784,-0.383015215159,1.50000418867
37,low_iid,4.53458963134,7.20421724336,0.0201753911461,0.455667363635,-0.52387994872,1.50000045413
37,spatial_corr,4.59674089477,8.14402724938,0.0193129797929,0.483946819757,-0.607806489484,1.50016387177
37,persistent_factor,4.4486325578,7.56850867983,0.0198272320681,0.454509924177,-0.522111384477,1.50011726297
38,clean,2.30536029001,5.76269452627,0.0265419733661,0.371659146299,-0.538936770912,1.59938733287
38,low_iid,2.86304818873,6.15578727341,0.0228846316813,0.469201371607,-0.304127608501,1.50000655571
38,spatial_corr,2.96495999703,6.23322382242,0.0227375810913,0.480408161932,-0.200148114922,1.57033678091
38,persistent_factor,2.7843461733,6.04687899119,0.0230054931619,0.455427698737,-0.298797381543,1.50000715967
39,clean,5.06956187415,6.96766285466,0.021162296263,0.254464386428,-0.634615290636,1.50000001479
39,low_iid,5.4904458379,6.05827982118,0.0201245711413,0.222126422978,-0.483675742894,1.56131038087
39,spatial_corr,5.50303453029,6.05858952258,0.019673759021,0.225363391558,-0.505537027417,1.51791853515
39,persistent_factor,5.80867323623,7.0595146162,0.018108283935,0.231849905364,-0.43414355475,1.61460886585
